LEAID,district_name,total_students,num_chronically_absent_students,chronic_absentee_ratio,STATE_NAME,Am_Indian_Female,Am_Indian_Male,Am_Indian_Total,Asian_Female,Asian_Male,Asian_Total,Black_Female,Black_Male,Black_Total,Sec504_Female,Sec504_Male,Sec504_Total,Econ_Disadv_Female,Econ_Disadv_Male,Econ_Disadv_Total,Hispanic_Female,Hispanic_Male,Hispanic_Total,Homeless_Female,Homeless_Male,Homeless_Total,Eng_Learner_Female,Eng_Learner_Male,Eng_Learner_Total,Multiracial_Female,Multiracial_Male,Multiracial_Total,PI7_F,PI7_M,PI7_T,Disabilities_Female,Disabilities_Male,Disabilities_Total,White_Female,White_Male,White_Total,student_poverty_ratio,total_federal_revenue,total_state_revenue,total_local_revenue,total_expenditures,total_salaries,total_employee_benefits
4400210,Coventry,4086,927,0.22699999999999998,RI,3.0,2.0,5.0,3.0,2.0,5.0,3.0,12.0,15.0,37.0,41.0,78.0,239.0,217.0,456.0,47.0,29.0,76.0,6.0,5.0,11.0,5.0,2.0,7.0,13.0,18.0,31.0,1.0,0.0,1.0,66.0,123.0,189.0,401.0,393.0,794.0,0.08637083993660856,7489000,29957000,49747000,89817000,36360000,22469000
4400240,Cranston,9884,2403,0.243,RI,10.0,12.0,22.0,60.0,76.0,136.0,39.0,48.0,87.0,50.0,59.0,109.0,621.0,672.0,1293.0,528.0,523.0,1051.0,4.0,14.0,18.0,149.0,151.0,300.0,70.0,69.0,139.0,4.0,3.0,7.0,184.0,314.0,498.0,468.0,488.0,956.0,0.10902350661386806,22233000,83286000,101158000,203993000,71685000,49586000
4400270,Cumberland,4623,953,0.20600000000000002,RI,2.0,3.0,5.0,35.0,19.0,54.0,12.0,23.0,35.0,23.0,22.0,45.0,179.0,201.0,380.0,119.0,107.0,226.0,9.0,7.0,16.0,44.0,45.0,89.0,24.0,20.0,44.0,0.0,0.0,0.0,80.0,143.0,223.0,282.0,307.0,589.0,0.05285118219749652,7833000,26285000,48728000,84795000,31040000,19324000
4400300,East Greenwich,2486,361,0.145,RI,1.0,1.0,2.0,10.0,12.0,22.0,2.0,4.0,6.0,31.0,27.0,58.0,39.0,46.0,85.0,18.0,20.0,38.0,1.0,1.0,2.0,5.0,4.0,9.0,9.0,17.0,26.0,0.0,0.0,0.0,30.0,37.0,67.0,137.0,130.0,267.0,0.03763440860215054,2761000,8235000,38728000,49276000,18018000,11095000
4400330,East Providence,4918,1499,0.305,RI,9.0,9.0,18.0,5.0,5.0,10.0,68.0,85.0,153.0,68.0,60.0,128.0,462.0,489.0,951.0,137.0,131.0,268.0,17.0,19.0,36.0,39.0,36.0,75.0,87.0,71.0,158.0,0.0,0.0,0.0,102.0,216.0,318.0,425.0,467.0,892.0,0.11591908531222515,9418000,47093000,52160000,112321000,37647000,26399000
4400360,Exeter-West Greenwich,1463,248,0.17,RI,1.0,0.0,1.0,4.0,1.0,5.0,3.0,0.0,3.0,12.0,11.0,23.0,38.0,37.0,75.0,8.0,13.0,21.0,1.0,4.0,5.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0,17.0,36.0,108.0,109.0,217.0,0.06955093099671412,2557000,7456000,28225000,41911000,11642000,9679000
4400390,Foster,199,54,0.271,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,13.0,14.0,27.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,26.0,26.0,52.0,0.0975609756097561,563000,1270000,3659000,5009000,1692000,1215000
4400420,Foster-Glocester,1347,429,0.318,RI,1.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,21.0,15.0,36.0,45.0,45.0,90.0,12.0,10.0,22.0,4.0,4.0,8.0,1.0,0.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,16.0,30.0,46.0,216.0,172.0,388.0,0.06196078431372549,2291000,9271000,21787000,32429000,10489000,7058000
4400450,Glocester,569,22,0.039,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,13.0,7.0,20.0,0.07214765100671142,1373000,3134000,7186000,11677000,4621000,2941000
4400510,Jamestown,386,37,0.096,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,8.0,13.0,14.0,18.0,32.0,0.0491283676703645,1167000,939000,12722000,16004000,4220000,3021000
4400540,Johnston,2973,863,0.29,RI,4.0,2.0,6.0,9.0,12.0,21.0,17.0,16.0,33.0,29.0,31.0,60.0,230.0,254.0,484.0,131.0,139.0,270.0,4.0,7.0,11.0,31.0,52.0,83.0,9.0,8.0,17.0,1.0,0.0,1.0,63.0,122.0,185.0,259.0,256.0,515.0,0.11702127659574468,7329000,23370000,39137000,69980000,21695000,17491000
4400570,Lincoln,3174,709,0.223,RI,3.0,0.0,3.0,15.0,9.0,24.0,17.0,23.0,40.0,30.0,29.0,59.0,168.0,166.0,334.0,57.0,52.0,109.0,6.0,6.0,12.0,18.0,8.0,26.0,19.0,14.0,33.0,1.0,4.0,5.0,65.0,106.0,171.0,248.0,247.0,495.0,0.07662835249042145,3958000,23127000,44940000,70738000,24369000,16654000
4400600,Little Compton,190,26,0.13699999999999998,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,11.0,12.0,23.0,0.0705596107055961,294000,1113000,7551000,8637000,2583000,1554000
4400630,Middletown,1895,547,0.289,RI,1.0,3.0,4.0,10.0,15.0,25.0,25.0,12.0,37.0,15.0,14.0,29.0,136.0,128.0,264.0,43.0,59.0,102.0,15.0,23.0,38.0,36.0,45.0,81.0,30.0,31.0,61.0,0.0,0.0,0.0,46.0,71.0,117.0,167.0,151.0,318.0,0.10533216783216784,4736000,10340000,30640000,47940000,15491000,9650000
4400660,Narragansett,1050,211,0.201,RI,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,9.0,8.0,17.0,16.0,32.0,48.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,14.0,0.0,0.0,0.0,20.0,25.0,45.0,83.0,100.0,183.0,0.09848484848484848,2302000,4903000,29635000,34912000,11107000,9606000
4400690,New Shoreham,130,60,0.462,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,8.0,7.0,5.0,12.0,0.0,0.0,0.0,4.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,7.0,13.0,20.0,25.0,45.0,0.05185185185185185,268000,795000,5419000,6230000,2423000,1508000
4400720,Newport,1844,814,0.441,RI,9.0,9.0,18.0,7.0,9.0,16.0,34.0,62.0,96.0,23.0,23.0,46.0,294.0,318.0,612.0,177.0,179.0,356.0,5.0,19.0,24.0,82.0,94.0,176.0,51.0,64.0,115.0,0.0,2.0,2.0,65.0,132.0,197.0,99.0,112.0,211.0,0.234375,9557000,18169000,29430000,54460000,18767000,11839000
4400750,North Kingstown,3701,716,0.193,RI,4.0,3.0,7.0,8.0,5.0,13.0,10.0,12.0,22.0,39.0,24.0,63.0,132.0,161.0,293.0,56.0,40.0,96.0,13.0,12.0,25.0,13.0,10.0,23.0,35.0,37.0,72.0,0.0,0.0,0.0,47.0,109.0,156.0,256.0,250.0,506.0,0.09356136820925554,6222000,15650000,61988000,80745000,28682000,18792000
4400780,North Providence,3368,1035,0.307,RI,3.0,1.0,4.0,9.0,11.0,20.0,43.0,52.0,95.0,16.0,10.0,26.0,285.0,264.0,549.0,176.0,186.0,362.0,17.0,10.0,27.0,62.0,77.0,139.0,40.0,39.0,79.0,0.0,0.0,0.0,77.0,136.0,213.0,236.0,232.0,468.0,0.1048462255358807,7987000,33824000,34271000,71544000,24314000,16069000
4400810,North Smithfield,1576,304,0.193,RI,0.0,0.0,0.0,3.0,4.0,7.0,2.0,4.0,6.0,4.0,17.0,21.0,44.0,67.0,111.0,19.0,28.0,47.0,0.0,2.0,2.0,5.0,4.0,9.0,10.0,10.0,20.0,0.0,0.0,0.0,23.0,43.0,66.0,93.0,131.0,224.0,0.05061179087875417,2458000,9349000,21616000,32229000,11599000,7285000
4400840,Pawtucket,7609,3153,0.414,RI,14.0,11.0,25.0,7.0,7.0,14.0,328.0,381.0,709.0,26.0,45.0,71.0,1053.0,1151.0,2204.0,615.0,651.0,1266.0,40.0,25.0,65.0,281.0,323.0,604.0,117.0,117.0,234.0,5.0,5.0,10.0,256.0,423.0,679.0,405.0,490.0,895.0,0.17518567059851464,27874000,109569000,34436000,171973000,52502000,39181000
4400870,Portsmouth,2133,402,0.188,RI,1.0,0.0,1.0,1.0,2.0,3.0,4.0,7.0,11.0,21.0,14.0,35.0,49.0,56.0,105.0,16.0,19.0,35.0,1.0,2.0,3.0,1.0,9.0,10.0,17.0,9.0,26.0,0.0,0.0,0.0,35.0,41.0,76.0,157.0,166.0,323.0,0.06270491803278688,3851000,6387000,37079000,47038000,15573000,10651000
4400900,Providence,20059,11276,0.562,RI,55.0,63.0,118.0,189.0,187.0,376.0,751.0,728.0,1479.0,160.0,190.0,350.0,4443.0,4888.0,9331.0,3704.0,4249.0,7953.0,126.0,159.0,285.0,1958.0,2467.0,4425.0,234.0,258.0,492.0,10.0,14.0,24.0,648.0,1310.0,1958.0,364.0,447.0,811.0,0.24027372516326248,96916000,333232000,145165000,561602000,152949000,127905000
4400960,Scituate,1175,181,0.154,RI,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,11.0,18.0,23.0,35.0,58.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,35.0,47.0,83.0,85.0,168.0,0.058365758754863814,2466000,4441000,21724000,29095000,10565000,6015000
4400990,Smithfield,2349,368,0.157,RI,0.0,0.0,0.0,4.0,2.0,6.0,3.0,1.0,4.0,9.0,6.0,15.0,69.0,48.0,117.0,29.0,26.0,55.0,10.0,6.0,16.0,2.0,3.0,5.0,8.0,8.0,16.0,0.0,0.0,0.0,37.0,40.0,77.0,150.0,135.0,285.0,0.04842883548983364,3444000,9500000,33414000,45910000,17579000,10895000
4500002,Dorchester 04,1936,463,0.239,SC,6.0,2.0,8.0,1.0,0.0,1.0,110.0,102.0,212.0,0.0,0.0,0.0,201.0,197.0,398.0,15.0,6.0,21.0,12.0,14.0,26.0,6.0,2.0,8.0,11.0,19.0,30.0,0.0,1.0,1.0,35.0,62.0,97.0,98.0,92.0,190.0,0.1723090277777778,11911000,20443000,19934000,55594000,11394000,7721000
4500690,Abbeville 60,2767,342,0.124,SC,0.0,0.0,0.0,0.0,0.0,0.0,68.0,76.0,144.0,6.0,4.0,10.0,124.0,170.0,294.0,2.0,4.0,6.0,9.0,6.0,15.0,1.0,2.0,3.0,6.0,11.0,17.0,0.0,0.0,0.0,14.0,40.0,54.0,69.0,106.0,175.0,0.20832137733142037,14089000,25141000,13135000,61224000,13064000,8814000
4500720,Aiken 01,22503,6849,0.304,SC,9.0,12.0,21.0,15.0,7.0,22.0,1210.0,1194.0,2404.0,156.0,181.0,337.0,2608.0,2740.0,5348.0,482.0,505.0,987.0,111.0,123.0,234.0,207.0,241.0,448.0,256.0,272.0,528.0,5.0,2.0,7.0,394.0,645.0,1039.0,1370.0,1510.0,2880.0,0.17742620513909535,52856000,156867000,135549000,333099000,99748000,65959000
4500750,Allendale 01,899,361,0.402,SC,1.0,1.0,2.0,0.0,0.0,0.0,157.0,172.0,329.0,1.0,3.0,4.0,163.0,181.0,344.0,2.0,9.0,11.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,15.0,28.0,43.0,7.0,9.0,16.0,0.4346076458752515,7950000,10909000,6721000,22792000,4889000,3677000
4503750,Union 01,3620,672,0.18600000000000003,SC,0.0,1.0,1.0,1.0,0.0,1.0,87.0,122.0,209.0,7.0,7.0,14.0,284.0,329.0,613.0,17.0,14.0,31.0,11.0,6.0,17.0,3.0,2.0,5.0,35.0,43.0,78.0,0.0,1.0,1.0,35.0,107.0,142.0,174.0,177.0,351.0,0.4346076458752515,13211000,29302000,12514000,48597000,14693000,9597000
4500780,Anderson 01,10463,2081,0.19899999999999998,SC,1.0,0.0,1.0,4.0,8.0,12.0,72.0,92.0,164.0,38.0,49.0,87.0,774.0,787.0,1561.0,133.0,121.0,254.0,64.0,52.0,116.0,58.0,61.0,119.0,66.0,55.0,121.0,0.0,0.0,0.0,165.0,253.0,418.0,768.0,761.0,1529.0,0.11999660066287074,18870000,70907000,52692000,149578000,41311000,26924000
4503780,Williamsburg 01,2860,1072,0.375,SC,0.0,3.0,3.0,0.0,1.0,1.0,438.0,489.0,927.0,12.0,11.0,23.0,482.0,543.0,1025.0,9.0,13.0,22.0,0.0,2.0,2.0,1.0,2.0,3.0,11.0,11.0,22.0,1.0,0.0,1.0,51.0,135.0,186.0,40.0,56.0,96.0,0.11999660066287074,18016000,27598000,16287000,56835000,15653000,10055000
4500810,Anderson 02,3380,870,0.257,SC,0.0,1.0,1.0,1.0,2.0,3.0,58.0,69.0,127.0,6.0,17.0,23.0,375.0,353.0,728.0,25.0,31.0,56.0,24.0,21.0,45.0,3.0,13.0,16.0,43.0,41.0,84.0,0.0,0.0,0.0,79.0,114.0,193.0,320.0,279.0,599.0,0.18942948876265744,8562000,26158000,16423000,44829000,13720000,9950000
4503810,York 01,4822,1494,0.31,SC,1.0,5.0,6.0,8.0,6.0,14.0,135.0,152.0,287.0,28.0,42.0,70.0,607.0,620.0,1227.0,62.0,73.0,135.0,5.0,11.0,16.0,12.0,22.0,34.0,69.0,60.0,129.0,0.0,0.0,0.0,147.0,243.0,390.0,460.0,463.0,923.0,0.18942948876265744,14098000,40774000,30252000,74974000,23388000,16205000
4500840,Anderson 03,2614,813,0.311,SC,4.0,3.0,7.0,0.0,1.0,1.0,23.0,35.0,58.0,21.0,15.0,36.0,348.0,325.0,673.0,27.0,18.0,45.0,27.0,29.0,56.0,13.0,12.0,25.0,31.0,30.0,61.0,0.0,0.0,0.0,58.0,76.0,134.0,329.0,312.0,641.0,0.217357910906298,8072000,19538000,14473000,38099000,10881000,7942000
4503840,York 02,8748,1296,0.14800000000000002,SC,1.0,0.0,1.0,4.0,7.0,11.0,62.0,84.0,146.0,27.0,28.0,55.0,331.0,421.0,752.0,69.0,79.0,148.0,20.0,12.0,32.0,13.0,14.0,27.0,57.0,54.0,111.0,0.0,1.0,1.0,62.0,116.0,178.0,405.0,473.0,878.0,0.217357910906298,10072000,56143000,71114000,127975000,43190000,27491000
4500870,Anderson 04,2922,632,0.21600000000000003,SC,1.0,1.0,2.0,0.0,0.0,0.0,61.0,45.0,106.0,15.0,15.0,30.0,243.0,225.0,468.0,17.0,12.0,29.0,15.0,15.0,30.0,5.0,7.0,12.0,12.0,18.0,30.0,0.0,0.0,0.0,37.0,74.0,111.0,242.0,223.0,465.0,0.16173513358230393,7003000,21851000,24605000,44832000,13195000,8966000
4503870,York 03,16038,3588,0.22399999999999998,SC,18.0,27.0,45.0,10.0,7.0,17.0,800.0,775.0,1575.0,69.0,73.0,142.0,1434.0,1515.0,2949.0,269.0,268.0,537.0,136.0,145.0,281.0,113.0,135.0,248.0,142.0,167.0,309.0,2.0,5.0,7.0,268.0,454.0,722.0,541.0,557.0,1098.0,0.16173513358230393,35263000,128778000,107970000,243978000,80542000,52167000
4500900,Anderson 05,12097,3390,0.28,SC,1.0,3.0,4.0,7.0,9.0,16.0,600.0,650.0,1250.0,25.0,40.0,65.0,1416.0,1517.0,2933.0,186.0,213.0,399.0,45.0,73.0,118.0,92.0,125.0,217.0,160.0,171.0,331.0,0.0,0.0,0.0,242.0,439.0,681.0,688.0,702.0,1390.0,0.2071026478560011,25301000,92578000,75698000,181168000,52643000,37226000
4503900,York 04,18015,1694,0.094,SC,2.0,2.0,4.0,79.0,64.0,143.0,128.0,151.0,279.0,129.0,81.0,210.0,337.0,392.0,729.0,125.0,140.0,265.0,8.0,33.0,41.0,50.0,68.0,118.0,60.0,63.0,123.0,0.0,2.0,2.0,106.0,219.0,325.0,489.0,389.0,878.0,0.2071026478560011,20376000,120301000,131034000,261247000,82030000,50563000
4600002,Milbank School District 25-4,1016,143,0.141,SD,4.0,4.0,8.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,3.0,8.0,53.0,33.0,86.0,15.0,12.0,27.0,0.0,0.0,0.0,9.0,7.0,16.0,7.0,4.0,11.0,0.0,0.0,0.0,11.0,13.0,24.0,52.0,40.0,92.0,0.10755555555555556,2639000,3079000,8894000,14405000,4772000,1971000
4600003,Wilmot School District 54-7,208,45,0.21600000000000003,SD,11.0,12.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,25.0,38.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,8.0,11.0,3.0,14.0,17.0,0.18292682926829268,1240000,1045000,1739000,3680000,1079000,490000
4600025,Howard School District 48-3,351,31,0.08800000000000001,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,8.0,15.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,12.0,13.0,25.0,0.0968586387434555,775000,710000,4168000,5026000,1800000,746000
4600028,Alcester-Hudson School District 61-1,332,73,0.22,SD,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,18.0,12.0,30.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,6.0,5.0,11.0,43.0,21.0,64.0,0.07710280373831775,745000,1564000,3299000,5223000,1999000,651000
4601028,Selby Area School District 62-5,173,11,0.064,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,9.0,0.07710280373831775,511000,191000,2608000,3074000,993000,419000
4600036,Deuel School District 19-4,510,79,0.155,SD,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,13.0,10.0,23.0,4.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,12.0,17.0,27.0,37.0,64.0,0.07131011608623548,703000,2030000,3978000,6708000,2316000,999000
4600041,Britton-Hecla School District 45-4,476,82,0.172,SD,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,15.0,26.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,8.0,12.0,20.0,27.0,39.0,66.0,0.09090909090909091,1130000,1009000,4780000,6265000,1924000,697000
4600042,Agar-Blunt-Onida School District 58-3,226,24,0.106,SD,3.0,3.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,9.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,4.0,7.0,3.0,8.0,11.0,0.06764705882352941,407000,149000,4415000,4983000,1759000,846000
4600045,Groton Area School District 06-6,587,85,0.145,SD,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,8.0,16.0,4.0,3.0,7.0,0.0,0.0,0.0,4.0,2.0,6.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,12.0,16.0,33.0,40.0,73.0,0.07302533532041729,959000,388000,6784000,7306000,2699000,1169000
4600046,Hitchcock Tulare School District 56-6,222,21,0.095,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,15.0,6.0,21.0,0.0599250936329588,595000,397000,3379000,3627000,1401000,534000
4600052,Tea Area School District 41-5,2289,216,0.094,SD,4.0,3.0,7.0,1.0,1.0,2.0,8.0,5.0,13.0,4.0,7.0,11.0,51.0,41.0,92.0,30.0,21.0,51.0,1.0,0.0,1.0,10.0,17.0,27.0,11.0,13.0,24.0,1.0,0.0,1.0,10.0,11.0,21.0,52.0,66.0,118.0,0.04513584574934268,2746000,12742000,10017000,25028000,7781000,3368000
4600053,Sisseton School District 54-2,959,431,0.449,SD,150.0,165.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,164.0,183.0,347.0,19.0,14.0,33.0,7.0,1.0,8.0,4.0,4.0,8.0,23.0,30.0,53.0,0.0,0.0,0.0,45.0,77.0,122.0,12.0,18.0,30.0,0.19587053571428573,6794000,3500000,6624000,12180000,4691000,1884000
4700001,Hamblen County,9976,2027,0.203,TN,0.0,0.0,0.0,2.0,0.0,2.0,33.0,31.0,64.0,1.0,7.0,8.0,412.0,439.0,851.0,244.0,322.0,566.0,47.0,42.0,89.0,83.0,159.0,242.0,59.0,76.0,135.0,16.0,16.0,32.0,85.0,180.0,265.0,577.0,651.0,1228.0,0.19700195894727876,27909000,60347000,36066000,118335000,46417000,21722000
4700030,Alamo,512,41,0.08,TN,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,12.0,10.0,22.0,2.0,5.0,7.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,7.0,9.0,11.0,16.0,27.0,0.2627551020408163,964000,4771000,709000,5799000,2635000,871000
4703030,Montgomery County,38081,9023,0.237,TN,20.0,20.0,40.0,36.0,28.0,64.0,1307.0,1268.0,2575.0,0.0,0.0,0.0,1504.0,1525.0,3029.0,709.0,740.0,1449.0,167.0,168.0,335.0,126.0,141.0,267.0,503.0,511.0,1014.0,31.0,37.0,68.0,500.0,951.0,1451.0,1969.0,1844.0,3813.0,0.2627551020408163,83680000,215221000,149325000,452732000,145136000,81397000
4700060,Alcoa,2145,286,0.133,TN,0.0,0.0,0.0,0.0,1.0,1.0,17.0,18.0,35.0,0.0,0.0,0.0,55.0,53.0,108.0,28.0,22.0,50.0,3.0,1.0,4.0,5.0,6.0,11.0,11.0,15.0,26.0,0.0,0.0,0.0,22.0,26.0,48.0,88.0,86.0,174.0,0.14480587618048268,4750000,10081000,15883000,31434000,10926000,5355000
4703060,Moore County,874,142,0.162,TN,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,17.0,23.0,40.0,7.0,2.0,9.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,0.0,0.0,0.0,11.0,19.0,30.0,58.0,64.0,122.0,0.14480587618048268,1804000,5443000,4826000,12072000,3880000,2204000
4700090,Anderson County,6019,1226,0.204,TN,2.0,5.0,7.0,2.0,5.0,7.0,17.0,26.0,43.0,0.0,0.0,0.0,297.0,339.0,636.0,25.0,14.0,39.0,18.0,22.0,40.0,9.0,14.0,23.0,17.0,17.0,34.0,0.0,0.0,0.0,75.0,129.0,204.0,511.0,585.0,1096.0,0.16879866518353726,19644000,37072000,35247000,85791000,29250000,12710000
4703090,Morgan County,2757,381,0.138,TN,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,90.0,78.0,168.0,0.0,1.0,1.0,24.0,30.0,54.0,0.0,1.0,1.0,6.0,7.0,13.0,0.0,0.0,0.0,21.0,32.0,53.0,187.0,177.0,364.0,0.16879866518353726,10027000,20482000,6059000,33206000,12256000,5428000
4700120,Athens,1646,264,0.16,TN,0.0,2.0,2.0,0.0,0.0,0.0,12.0,9.0,21.0,0.0,0.0,0.0,61.0,67.0,128.0,14.0,12.0,26.0,7.0,9.0,16.0,1.0,2.0,3.0,14.0,14.0,28.0,0.0,0.0,0.0,19.0,40.0,59.0,93.0,94.0,187.0,0.25081645983017636,6533000,10041000,7104000,21568000,7941000,3694000
4700148,Memphis-Shelby County Schools,104944,36415,0.34700000000000003,TN,16.0,11.0,27.0,50.0,49.0,99.0,14240.0,14806.0,29046.0,0.0,0.0,0.0,10323.0,10286.0,20609.0,2370.0,2456.0,4826.0,672.0,601.0,1273.0,1231.0,1363.0,2594.0,609.0,572.0,1181.0,3.0,7.0,10.0,1098.0,2187.0,3285.0,578.0,648.0,1226.0,0.3308715712541936,465895000,606058000,564718000,1614725000,500340000,227856000
4700149,Collierville,9105,1026,0.113,TN,3.0,1.0,4.0,47.0,57.0,104.0,114.0,113.0,227.0,0.0,0.0,0.0,21.0,25.0,46.0,51.0,34.0,85.0,4.0,6.0,10.0,33.0,24.0,57.0,33.0,30.0,63.0,0.0,0.0,0.0,68.0,101.0,169.0,285.0,258.0,543.0,0.054750550256786504,20762000,48133000,51282000,121882000,42210000,18492000
4700150,Millington Municipal Schools,2475,591,0.239,TN,2.0,1.0,3.0,1.0,1.0,2.0,121.0,93.0,214.0,0.0,0.0,0.0,144.0,123.0,267.0,46.0,39.0,85.0,8.0,6.0,14.0,10.0,10.0,20.0,20.0,16.0,36.0,0.0,0.0,0.0,32.0,36.0,68.0,135.0,116.0,251.0,0.2026879767526335,10385000,14372000,12953000,32987000,11115000,4327000
4703150,Murfreesboro,8968,1339,0.149,TN,1.0,2.0,3.0,10.0,23.0,33.0,176.0,208.0,384.0,4.0,4.0,8.0,271.0,280.0,551.0,113.0,139.0,252.0,53.0,53.0,106.0,62.0,94.0,156.0,64.0,76.0,140.0,3.0,6.0,9.0,76.0,140.0,216.0,246.0,272.0,518.0,0.2026879767526335,23410000,50950000,50589000,114770000,48367000,21957000
4700151,Germantown,5899,590,0.1,TN,0.0,4.0,4.0,16.0,18.0,34.0,29.0,43.0,72.0,0.0,0.0,0.0,25.0,23.0,48.0,24.0,18.0,42.0,0.0,0.0,0.0,10.0,16.0,26.0,12.0,11.0,23.0,0.0,0.0,0.0,33.0,54.0,87.0,211.0,204.0,415.0,0.0432517567240126,18872000,31459000,37586000,86104000,26396000,10606000
4700152,Arlington,4748,416,0.08800000000000001,TN,0.0,0.0,0.0,1.0,1.0,2.0,25.0,17.0,42.0,0.0,0.0,0.0,25.0,25.0,50.0,22.0,14.0,36.0,1.0,0.0,1.0,8.0,6.0,14.0,12.0,15.0,27.0,0.0,0.0,0.0,25.0,28.0,53.0,168.0,141.0,309.0,0.046306267499461554,6853000,24652000,28007000,54174000,20904000,8696000
4700153,Bartlett,8785,1381,0.157,TN,1.0,2.0,3.0,24.0,11.0,35.0,152.0,197.0,349.0,0.0,0.0,0.0,113.0,115.0,228.0,61.0,62.0,123.0,11.0,7.0,18.0,24.0,15.0,39.0,56.0,54.0,110.0,0.0,1.0,1.0,79.0,125.0,204.0,389.0,371.0,760.0,0.10151953015754638,27710000,47345000,50749000,117947000,38932000,18714000
